woloxer_id,month,amount_of_messages,sentiment
U02HTDXAW,2015-04,11,0.5034810305
U02HTDXAW,2015-08,19,0.6971272230000001
U02HTDXAW,2015-09,7,0.0734607801
U02HTDXAW,2015-02,9,0.1598417312
U02HTDXAW,2014-09,5,0.3737283349
U02HTDXAW,2016-07,11,0.9273998141
U02F93288,2015-01,3,0.4665821791
U02F93288,2015-11,10,0.8453832865
U02F93288,2015-12,8,0.7534072995000001
U02F93288,2016-02,6,0.7671412230000001
U02F93288,2016-05,10,0.3568961024
U02F93288,2015-10,7,0.33715641500000004
U02F93288,2016-04,8,0.6075467467
U02F93288,2016-03,4,0.083914265
U02F93288,2016-06,1,0.9915527701000001
U07SC64Q2,2017-06,88,0.815485239
U07SC64Q2,2016-11,59,0.3357371092
U07SC64Q2,2016-09,126,0.4338299036
U07SC64Q2,2016-12,88,0.39379951360000004
U07SC64Q2,2016-07,80,0.5614854693
U07SC64Q2,2017-04,67,0.1219823062
U07SC64Q2,2017-03,123,0.4558695853
U07SC64Q2,2016-06,87,0.2870776653
U07SC64Q2,2016-10,69,0.5253087878
U07SC64Q2,2016-04,63,0.12401282790000001
U07SC64Q2,2016-08,71,0.3605462015
U07SC64Q2,2015-11,37,0.49315810200000004
U07SC64Q2,2016-05,61,0.8052214980000001
U07SC64Q2,2017-02,155,0.3324500918
U07SC64Q2,2016-03,149,0.6163629889000001
U07SC64Q2,2016-01,52,0.3534297645
U07SC64Q2,2016-02,125,0.4482124746
U07SC64Q2,2015-10,65,0.1148291305
U07SC64Q2,2017-05,76,0.5532252789000001
U07SC64Q2,2017-01,129,0.1807920486
U07SC64Q2,2015-12,42,0.0535259284
U07SC64Q2,2017-07,15,0.050097011000000004
U07SC64Q2,2015-09,2,0.9781719446
U07SC64Q2,2015-07,1,0.5573357344000001
U50MZEUS2,2017-06,7,0.09438114610000001
U50MZEUS2,2017-05,5,0.8333386183
U50MZEUS2,2017-04,2,0.9874857068
U02F94GM2,2014-12,52,0.3551156521
U02F94GM2,2015-01,1,0.6844834685
U02F94GM2,2015-09,55,0.0479267202
U02F94GM2,2016-06,8,0.6008681655
U02F94GM2,2015-10,4,0.2706336379
U02F94GM2,2015-11,4,0.9194523692000001
U02F94GM2,2015-08,11,0.2179901004
U02F94GM2,2014-09,21,0.6121822596000001
U02F94GM2,2015-12,2,0.41969910260000004
U02F94GM2,2016-01,11,0.7241714001
U02F94GM2,2014-11,8,0.4997574389
U02F94GM2,2014-08,10,0.8409410119
U041U0C49,2016-08,2,0.6765906215
U041U0C49,2017-02,9,0.6426592469
U041U0C49,2017-06,15,0.1958590597
U041U0C49,2015-06,2,0.0496261977
U041U0C49,2017-04,3,0.4624359608
U041U0C49,2016-01,2,0.4832299948
U041U0C49,2017-03,6,0.5703253746
U041U0C49,2017-01,2,0.9209575653000001
U041U0C49,2017-05,13,0.7136575580000001
U041U0C49,2016-12,7,0.2971365452
U041U0C49,2016-05,4,0.48012906310000003
U041U0C49,2015-10,2,0.8456733823
U041U0C49,2016-06,5,0.5657663941000001
U041U0C49,2016-10,4,0.2072525322
U041U0C49,2016-03,5,0.97165519
U041U0C49,2016-04,4,0.9230811
U041U0C49,2015-12,5,0.8844061494000001
U041U0C49,2015-08,1,0.5206606984000001
U041U0C49,2016-09,1,0.4708822668
U041U0C49,2016-07,2,0.6472966075000001
U041U0C49,2016-11,2,0.6868303418
U041U0C49,2017-07,1,0.7928062081
U0XPPHNCA,2016-10,33,0.4042458534
U0XPPHNCA,2017-02,54,0.2002537549
U0XPPHNCA,2017-05,39,0.2334260941
U0XPPHNCA,2017-03,54,0.286429733
U0XPPHNCA,2016-12,48,0.1007201374
U0XPPHNCA,2016-11,43,0.36342048650000003
U0XPPHNCA,2017-04,33,0.21431042250000001
U0XPPHNCA,2016-09,63,0.2330838591
U0XPPHNCA,2017-01,41,0.2434578389
U0XPPHNCA,2017-06,57,0.5069263577
U0XPPHNCA,2016-08,102,0.12050742660000001
U0XPPHNCA,2016-05,46,0.0466892458
U0XPPHNCA,2016-04,19,0.1022687629
U0XPPHNCA,2016-07,28,0.35893526670000003
U0XPPHNCA,2017-07,5,0.28462645410000004
U0XPPHNCA,2016-06,13,0.0313925259
U3BB2R3C7,2017-01,21,0.7612833977
U3BB2R3C7,2017-04,73,0.14717468620000002
U3BB2R3C7,2017-06,106,0.2448972613
U3BB2R3C7,2017-07,6,0.18934378030000001
U3BB2R3C7,2017-03,57,0.7924255729
U3BB2R3C7,2017-02,45,0.3005529344
U3BB2R3C7,2017-05,62,0.5767994523000001
U3BB2R3C7,2016-12,6,0.3280101418
U02FQUNMK,2014-10,48,0.627599597
U02FQUNMK,2014-11,9,0.5508912802
U02FQUNMK,2014-09,3,0.47405740620000003
U2NCV090D,2017-01,57,0.039475765100000004
U2NCV090D,2016-12,13,0.21170216800000002
U2NCV090D,2016-10,9,0.23835274580000002
U2NCV090D,2017-02,37,0.5156906843
U2NCV090D,2016-11,5,0.2930539846
U2NCV090D,2017-07,9,0.8385903835
U2NCV090D,2017-03,17,0.1543272734
U2NCV090D,2017-06,22,0.49020835760000003
U1X17AZ9N,2016-11,6,0.8994930983
U1X17AZ9N,2016-12,2,0.7182773948000001
U1X17AZ9N,2017-03,5,0.5775135159
U1X17AZ9N,2017-04,5,0.3526259661
U1X17AZ9N,2017-02,2,0.5886753798000001
U1X17AZ9N,2017-05,1,0.5633968115
U1X17AZ9N,2017-01,1,0.7671359181
U1X17AZ9N,2016-10,2,0.6028692722
U48EN394N,2017-02,4,0.6312434673
U48EN394N,2017-06,31,0.6394381523
U48EN394N,2017-07,13,0.7967896461
U48EN394N,2017-03,28,0.2766809762
U48EN394N,2017-04,76,0.8085671067
U48EN394N,2017-05,58,0.5813860297
U4742ES2V,2017-03,61,0.0388601944
U4742ES2V,2017-07,45,0.28612902760000003
U4742ES2V,2017-04,64,0.055610124000000004
U4742ES2V,2017-02,4,0.1534040421
U4742ES2V,2017-06,136,0.28875494
U4742ES2V,2017-05,90,0.1496937573
U2ZA3M7KN,2017-06,28,0.2081305683
U2ZA3M7KN,2016-11,2,0.9446488023
U2ZA3M7KN,2017-03,13,0.2820990682
U2ZA3M7KN,2017-01,13,0.3524471521
U2ZA3M7KN,2016-12,22,0.4579539299
U2ZA3M7KN,2017-04,8,0.3682511449
U2ZA3M7KN,2017-02,14,0.4066469073
U2ZA3M7KN,2017-05,2,0.9837878346000001
U2ZA3M7KN,2017-07,42,0.6960244775000001
U02FTMYR7,2015-04,2,0.7230048776
U02FTMYR7,2015-05,3,0.6763362288
U02FTMYR7,2014-10,3,0.557572782
U02FTMYR7,2016-06,3,0.7652605176
U02PUGFAL,2014-10,1,0.2036697716
U02PUGFAL,2016-07,2,0.4532499909
U02PUGFAL,2017-03,2,0.4365817308
U02PUGFAL,2016-09,7,0.7612952590000001
U02PUGFAL,2016-11,2,0.6821488142000001
U02PUGFAL,2016-05,2,0.40684488420000003
U4LPZCQ8M,2017-04,13,0.1393957287
U4LPZCQ8M,2017-05,4,0.2805887461
U4LPZCQ8M,2017-06,8,0.9135161638
U4LMCKQ9Z,2017-04,26,0.1474342942
U4LMCKQ9Z,2017-05,42,0.2453317493
U4LMCKQ9Z,2017-06,25,0.6949390769
U4LMCKQ9Z,2017-07,6,0.3371539414
U4LMCKQ9Z,2017-03,1,0.4517969489
U02NN0X8T,2016-09,22,0.6321126223
U02NN0X8T,2017-01,14,0.5826369524
U02NN0X8T,2016-10,16,0.4634751379
U02NN0X8T,2017-04,46,0.5053838491
U02NN0X8T,2016-12,35,0.9620189071
U02NN0X8T,2017-02,19,0.8837997913000001
U02NN0X8T,2017-03,28,0.7268000245
U02NN0X8T,2015-12,18,0.9303593636
U02NN0X8T,2016-01,41,0.3077780902
U02NN0X8T,2016-11,3,0.5814087391
U02NN0X8T,2017-06,7,0.2960735559
U02NN0X8T,2017-05,5,0.9612282515
U02NN0X8T,2015-11,11,0.8881530166
U02NN0X8T,2015-10,8,0.0764064416
U02NN0X8T,2016-02,39,0.8798843026000001
U02NN0X8T,2016-04,29,0.0695746392
U02NN0X8T,2016-05,11,0.3185432851
U02NN0X8T,2016-03,19,0.43698188660000004
U02NN0X8T,2016-08,30,0.0758342147
U02NN0X8T,2016-06,4,0.45934078100000003
U02NN0X8T,2016-07,12,0.37672588230000004
U02NN0X8T,2015-09,1,0.5633968115
U02NN0X8T,2015-05,2,0.4946596622
U02NN0X8T,2015-08,5,0.9867589474
U02NN0X8T,2015-07,1,0.5633968115
U02NN0X8T,2015-06,2,0.513207376
U02NN0X8T,2014-12,1,0.5633968115
U02NN0X8T,2015-04,1,0.5407804251
U5DKYFFRS,2017-05,23,0.8002613783
U5DKYFFRS,2017-06,5,0.7335566878
U02NN8Y4C,2016-02,5,0.8271590471
U02NLA2RF,2015-04,25,0.07975523920000001
U02NLA2RF,2015-02,18,0.20352819560000002
U02NLA2RF,2015-03,4,0.3040742278
U02NLA2RF,2015-05,1,0.3952299953
U02NLA2RF,2015-01,2,0.028405170900000002
U02HVK28T,2014-11,7,0.6553450227000001
U02HVK28T,2015-03,1,0.1520104408
U02HVK28T,2015-01,2,0.6516567469
U02HVK28T,2014-12,1,0.2701353729
U02HVK28T,2014-10,1,0.94822824
U2PJ8MKMF,2017-06,2,0.2813786864
U5VTC6L5A,2017-06,3,0.9734503627000001
U57G09VHS,2017-06,4,0.2783233523
U0GJJ2HPG,2016-01,1,0.16568236050000001
U0GJJ2HPG,2016-03,4,0.1613131613
U0GJJ2HPG,2016-09,5,0.3244836628
U0GJJ2HPG,2016-10,1,0.5633968115
U0GJJ2HPG,2016-08,4,0.8744218349
U0GJJ2HPG,2016-04,3,0.7819898129
U0GJJ2HPG,2016-07,5,0.40875750780000003
U0GJJ2HPG,2015-12,1,0.9972180128
U0GJJ2HPG,2016-06,1,0.8189102411
U57FK7M9A,2017-05,1,0.8054304719000001
U57FK7M9A,2017-06,5,0.5229182243
U57FK7M9A,2017-07,1,0.9849438071000001
U2D6TQVDX,2017-06,8,0.9519793391
U2D6TQVDX,2017-01,5,0.7849577665
U2D6TQVDX,2016-10,20,0.946323216
U2D6TQVDX,2017-02,4,0.44329002500000003
U2D6TQVDX,2016-12,9,0.1858331263
U2D6TQVDX,2017-03,8,0.9571767449
U2D6TQVDX,2017-05,8,0.4968318343
U2D6TQVDX,2017-04,11,0.9258903265
U2D6TQVDX,2016-11,15,0.7480194569
U036KJ7SA,2017-02,11,0.6773278713
U036KJ7SA,2016-10,8,0.8387187123000001
U036KJ7SA,2016-01,5,0.7939159274
U036KJ7SA,2016-11,23,0.9283590317
U036KJ7SA,2016-12,5,0.9810800552000001
U036KJ7SA,2017-03,9,0.6337381601000001
U036KJ7SA,2017-04,1,0.656976819
U036KJ7SA,2016-03,6,0.6191892028
U036KJ7SA,2016-05,7,0.43071070310000004
U036KJ7SA,2016-04,7,0.2336621881
U036KJ7SA,2016-09,22,0.43088954690000003
U036KJ7SA,2015-11,34,0.5232734680000001
U036KJ7SA,2015-10,16,0.6394480467
U036KJ7SA,2015-12,8,0.4895913005
U036KJ7SA,2016-06,25,0.8004896045000001
U036KJ7SA,2016-02,19,0.4745084941
U036KJ7SA,2016-08,10,0.40123566990000004
U036KJ7SA,2015-09,14,0.7685860395
U036KJ7SA,2015-02,3,0.8498776555
U036KJ7SA,2015-08,12,0.727948606
U036KJ7SA,2015-01,2,0.9376043677
U036KJ7SA,2017-06,3,0.9897105694
U036KJ7SA,2017-05,2,0.8922070861
U036KJ7SA,2015-07,1,0.8841335773000001
U036KJ7SA,2016-07,3,0.7106564045
U036KJ7SA,2015-03,1,0.8442674279
U036KJ7SA,2017-01,6,0.1555082947
U3GG4MNTC,2017-04,636,0.6273422241000001
U3GG4MNTC,2017-05,483,0.6601105928000001
U3GG4MNTC,2017-03,493,0.30509382490000003
U3GG4MNTC,2017-06,259,0.4392881095
U3GG4MNTC,2017-02,542,0.3772665858
U3GG4MNTC,2017-01,560,0.6377687454000001
U3GG4MNTC,2016-12,246,0.217322439
U3GG4MNTC,2017-07,157,0.1043170467
U3FRLQ9B3,2017-04,412,0.43722665310000003
U3FRLQ9B3,2017-05,256,0.4105322361
U3FRLQ9B3,2017-03,390,0.3405078351
U3FRLQ9B3,2017-06,222,0.3848097026
U3FRLQ9B3,2017-07,34,0.3673172891
U3FRLQ9B3,2017-01,154,0.2059171498
U3FRLQ9B3,2017-02,371,0.1685753465
U3FRLQ9B3,2016-12,117,0.470941186
U39UX158Q,2017-04,247,0.3291724622
U39UX158Q,2017-05,106,0.8649010658
U39UX158Q,2017-06,157,0.5729410052
U39UX158Q,2017-02,172,0.4613920748
U39UX158Q,2017-03,158,0.0991972461
U39UX158Q,2017-01,155,0.5360071659
U39UX158Q,2016-12,42,0.439247936
U39UX158Q,2017-07,55,0.158635512
U02FRKW26,2017-04,115,0.54859972
U02FRKW26,2017-03,117,0.3582212925
U02FRKW26,2017-06,78,0.4649091661
U02FRKW26,2016-05,142,0.5885621905
U02FRKW26,2017-02,88,0.1280152649
U02FRKW26,2016-04,250,0.1571556926
U02FRKW26,2016-07,144,0.7909731269
U02FRKW26,2017-05,33,0.8630155325000001
U02FRKW26,2016-06,84,0.5113958120000001
U02FRKW26,2016-11,107,0.2960050702
U02FRKW26,2016-10,89,0.28445509080000003
U02FRKW26,2017-01,59,0.23927398030000002
U02FRKW26,2016-08,147,0.6112753749000001
U02FRKW26,2014-11,20,0.5058801174
U02FRKW26,2014-12,33,0.6427394152
U02FRKW26,2014-09,18,0.22718837860000002
U02FRKW26,2015-04,28,0.9147105813
U02FRKW26,2015-08,167,0.1961884499
U02FRKW26,2015-11,133,0.0141972443
U02FRKW26,2015-05,44,0.1677871943
U02FRKW26,2016-03,262,0.1182567328
U02FRKW26,2016-02,364,0.0738058612
U02FRKW26,2015-03,53,0.5197265148
U02FRKW26,2016-01,57,0.7144204974
U02FRKW26,2015-09,174,0.2964473963
U02FRKW26,2015-12,90,0.3351229727
U02FRKW26,2015-06,35,0.47369912270000003
U02FRKW26,2016-09,91,0.4703014493
U02FRKW26,2016-12,42,0.1587525308
U02FRKW26,2015-10,170,0.1315212697
U02FRKW26,2015-07,53,0.9376128316000001
U02FRKW26,2014-08,4,0.4594056308
U02FRKW26,2014-10,31,0.6507394910000001
U02FRKW26,2015-02,38,0.6533277631000001
U02FRKW26,2017-07,28,0.23689381780000002
U02FRKW26,2015-01,16,0.5981761217
U35TXKGG7,2017-04,161,0.4499299228
U35TXKGG7,2017-05,178,0.0928958654
U35TXKGG7,2017-03,263,0.7316135764
U35TXKGG7,2017-02,149,0.2557387352
U35TXKGG7,2017-06,268,0.3676025867
U35TXKGG7,2017-01,136,0.5203901529
U35TXKGG7,2017-07,49,0.14932858940000002
U35TXKGG7,2016-12,54,0.8627746701000001
U35TXKGG7,2016-11,21,0.539928019
U02FQHLN1,2017-04,40,0.1249921024
U02FQHLN1,2017-06,40,0.0994583368
U02FQHLN1,2017-05,25,0.3554596305
U02FQHLN1,2016-11,126,0.1182772666
U02FQHLN1,2016-05,32,0.3215048909
U02FQHLN1,2016-09,69,0.335647136
U02FQHLN1,2017-01,37,0.14809393880000002
U02FQHLN1,2016-07,36,0.0737253726
U02FQHLN1,2016-08,147,0.0661788061
U02FQHLN1,2016-10,34,0.34786382320000003
U02FQHLN1,2016-12,29,0.6182501316
U02FQHLN1,2016-03,50,0.2982783318
U02FQHLN1,2016-04,11,0.5742771029
U02FQHLN1,2016-06,49,0.2537786067
U02FQHLN1,2017-02,9,0.7632050514000001
U02FQHLN1,2017-03,14,0.2008781135
U02FQHLN1,2015-12,1,0.32802641390000004
U02FQHLN1,2017-07,6,0.136557132
U02FQHLN1,2016-02,76,0.6213120222
U02FQHLN1,2015-10,19,0.11616417770000001
U02FQHLN1,2015-11,15,0.1463104039
U02FQHLN1,2015-09,21,0.215548113
U02FQHLN1,2016-01,3,0.234423399
U02FQHLN1,2015-08,18,0.0864423215
U02FQHLN1,2014-10,1,0.6631793976
U0B1994CS,2017-04,351,0.5150975585
U0B1994CS,2017-05,582,0.2753021419
U0B1994CS,2016-10,250,0.339120537
U0B1994CS,2017-03,580,0.2477546334
U0B1994CS,2016-09,480,0.1878969222
U0B1994CS,2017-06,742,0.9440261722000001
U0B1994CS,2016-05,290,0.4894295037
U0B1994CS,2017-02,634,0.17916783690000002
U0B1994CS,2016-11,568,0.6873499751000001
U0B1994CS,2017-01,520,0.1837739646
U0B1994CS,2017-07,163,0.2364226133
U0B1994CS,2016-04,440,0.1002754867
U0B1994CS,2016-12,559,0.2658313215
U0B1994CS,2016-06,278,0.32324761150000003
U0B1994CS,2016-07,204,0.19180399180000002
U0B1994CS,2016-08,770,0.5346518755
U0B1994CS,2016-03,245,0.2214551419
U0B1994CS,2016-02,165,0.277662307
U0B1994CS,2016-01,101,0.070203267
U0B1994CS,2015-11,44,0.21176058050000002
U0B1994CS,2015-12,74,0.1268704683
U0B1994CS,2015-10,8,0.1598467678
U0B1994CS,2015-09,1,0.7514961362
U03NCA3LR,2016-05,14,0.2510680258
U03NCA3LR,2016-04,10,0.521407485
U03NCA3LR,2016-07,29,0.3536275625
U03NCA3LR,2016-06,4,0.8481926918
U03NCA3LR,2016-03,11,0.7218696475
U03NCA3LR,2016-01,2,0.31714692710000003
U03NCA3LR,2016-02,6,0.4820577204
U03NCA3LR,2015-08,1,0.5491061807000001
U03NCA3LR,2015-07,1,0.1988800615
U03NCA3LR,2015-04,2,0.7238804698
U1SLUC3NU,2017-05,211,0.5024029613000001
U1SLUC3NU,2017-03,95,0.4998003244
U1SLUC3NU,2017-06,174,0.5559062362
U1SLUC3NU,2017-02,131,0.2204745412
U1SLUC3NU,2016-11,286,0.8996187449
U1SLUC3NU,2017-01,146,0.4393620789
U1SLUC3NU,2016-10,66,0.5054644942000001
U1SLUC3NU,2016-09,57,0.34864729640000003
U1SLUC3NU,2017-04,94,0.38402652740000004
U1SLUC3NU,2016-12,116,0.2385679185
U1SLUC3NU,2017-07,16,0.08257223670000001
U1SLUC3NU,2016-08,9,0.2941692173
U2B7ME656,2016-10,5,0.26155197620000004
U0496CAPY,2016-10,72,0.2859169543
U0496CAPY,2016-05,122,0.6111768484
U0496CAPY,2016-11,45,0.1450091898
U0496CAPY,2016-04,112,0.29256972670000003
U0496CAPY,2016-07,136,0.2672827244
U0496CAPY,2016-08,114,0.2344526052
U0496CAPY,2017-02,38,0.6598169804
U0496CAPY,2016-12,97,0.29010248180000003
U0496CAPY,2016-09,163,0.0734981671
U0496CAPY,2016-06,107,0.5373594165
U0496CAPY,2016-03,177,0.0415533632
U0496CAPY,2017-01,23,0.8364767432
U0496CAPY,2017-04,24,0.14659807090000002
U0496CAPY,2017-06,2,0.5078075528
U0496CAPY,2016-02,203,0.3602144718
U0496CAPY,2016-01,52,0.2947303653
U0496CAPY,2015-09,92,0.20558398960000002
U0496CAPY,2017-05,3,0.5210586786
U0496CAPY,2015-12,36,0.536575675
U0496CAPY,2015-11,28,0.494120121
U0496CAPY,2015-08,76,0.09285746510000001
U0496CAPY,2017-03,14,0.1297552288
U0496CAPY,2015-10,11,0.3701271713
U0HLHCJ1W,2016-10,154,0.4158700705
U0HLHCJ1W,2017-03,356,0.0735366046
U0HLHCJ1W,2017-02,297,0.066318281
U0HLHCJ1W,2016-11,50,0.22080814840000001
U0HLHCJ1W,2017-04,193,0.6341710091
U0HLHCJ1W,2017-01,321,0.2755360007
U0HLHCJ1W,2017-05,218,0.0879005045
U0HLHCJ1W,2016-12,159,0.04829612
U0HLHCJ1W,2017-06,182,0.1960277259
U0HLHCJ1W,2016-08,99,0.5368293524000001
U0HLHCJ1W,2016-01,9,0.8049948812000001
U0HLHCJ1W,2017-07,33,0.9514049888
U0HLHCJ1W,2016-02,6,0.8111857176
U0HLHCJ1W,2016-04,17,0.3458936214
U0HLHCJ1W,2016-09,89,0.8106636405000001
U0HLHCJ1W,2016-03,12,0.9765549898
U0HLHCJ1W,2016-06,5,0.9042537808000001
U0HLHCJ1W,2016-07,8,0.1829927862
U0HLHCJ1W,2016-05,2,0.9696968794
U02FRJ8CE,2017-03,30,0.5968627334000001
U02FRJ8CE,2017-02,76,0.32690122720000003
U02FRJ8CE,2017-07,3,0.598611176
U02FRJ8CE,2017-05,60,0.7308104038000001
U02FRJ8CE,2017-06,12,0.952332437
U02FRJ8CE,2016-10,39,0.1676919311
U02FRJ8CE,2016-08,13,0.0651864484
U02FRJ8CE,2016-09,15,0.1252277493
U02FRJ8CE,2016-12,67,0.7562671304
U02FRJ8CE,2017-04,32,0.71736902
U02FRJ8CE,2014-10,21,0.2664797306
U02FRJ8CE,2015-05,41,0.206058234
U02FRJ8CE,2015-03,10,0.6292865276
U02FRJ8CE,2016-05,42,0.4077082574
U02FRJ8CE,2016-11,24,0.6269812584000001
U02FRJ8CE,2016-07,26,0.1837773919
U02FRJ8CE,2016-06,32,0.5485355258
U02FRJ8CE,2016-04,24,0.4554974437
U02FRJ8CE,2014-11,3,0.2389633656
U02FRJ8CE,2014-09,1,0.7425688505
U02FRJ8CE,2015-07,5,0.8001322746
U02FRJ8CE,2016-01,13,0.9072965980000001
U02FRJ8CE,2015-11,3,0.7614532113
U02FRJ8CE,2017-01,49,0.5265631676
U02FRJ8CE,2015-10,14,0.3811227977
U02FRJ8CE,2016-02,6,0.9219919443000001
U02FRJ8CE,2015-12,14,0.1238358021
U02FRJ8CE,2015-04,20,0.2916255593
U02FRJ8CE,2016-03,8,0.0963693783
U02FRJ8CE,2015-09,7,0.9709396362
U02FRJ8CE,2015-06,7,0.1296711713
U02FRJ8CE,2015-08,1,0.10951920600000001
U02FRJ8CE,2014-08,3,0.1473455727
U0CNV2FMF,2016-05,32,0.7027447224000001
U0CNV2FMF,2016-10,9,0.9977045655000001
U0CNV2FMF,2016-04,57,0.4173626602
U0CNV2FMF,2016-09,35,0.6934984922
U0CNV2FMF,2016-06,25,0.4747665823
U0CNV2FMF,2015-11,7,0.4173741341
U0CNV2FMF,2016-03,45,0.5559231043
U0CNV2FMF,2016-07,12,0.3955817223
U0CNV2FMF,2016-08,52,0.1747862846
U0CNV2FMF,2016-02,22,0.47560623290000004
U0CNV2FMF,2016-01,20,0.29393473270000003
U0CNV2FMF,2015-12,2,0.7971169949
U11GMRJ78,2017-02,9,0.3051054478
U11GMRJ78,2017-06,3,0.8275826573
U11GMRJ78,2017-05,3,0.9018960595000001
U11GMRJ78,2016-09,4,0.3102486134
U11GMRJ78,2016-11,1,0.9849493504000001
U11GMRJ78,2016-07,2,0.1260651052
U11GMRJ78,2016-12,1,0.6149889827
U11GMRJ78,2016-08,3,0.3498767018
U11GMRJ78,2016-04,1,0.8170148134
U4U8YC3JB,2017-07,5,0.1318671256
U4U8YC3JB,2017-06,28,0.37326571350000004
U4U8YC3JB,2017-04,51,0.1662513465
U4U8YC3JB,2017-05,13,0.5174865723000001
U036JP43D,2016-12,180,0.5277494788
U036JP43D,2017-01,173,0.2221108079
U036JP43D,2016-10,30,0.2997886837
U036JP43D,2016-09,116,0.092885986
U036JP43D,2016-11,169,0.47053372860000003
U036JP43D,2016-06,31,0.8248677254000001
U036JP43D,2016-02,139,0.1519969404
U036JP43D,2016-01,119,0.366022557
U036JP43D,2016-08,69,0.12411674110000001
U036JP43D,2016-07,14,0.0199646298
U036JP43D,2016-05,147,0.1559338719
U036JP43D,2016-04,49,0.8244637847
U036JP43D,2015-12,8,0.7033258677
U036JP43D,2015-11,6,0.8779639602
U036JP43D,2015-09,14,0.7148640752000001
U036JP43D,2015-06,6,0.48378962280000004
U036JP43D,2016-03,23,0.7860457301
U036JP43D,2015-08,8,0.6555721164
U036JP43D,2017-02,1,0.5089500546
U036JP43D,2015-10,9,0.39441743490000003
U036JP43D,2015-05,4,0.9174582958
U036JP43D,2015-07,7,0.6853074431
U036JP43D,2015-04,1,0.8388283253000001
U02FRFXLE,2016-10,24,0.5190224648
U02FRFXLE,2017-03,14,0.9020360112
U02FRFXLE,2016-11,28,0.4943716228
U02FRFXLE,2017-04,24,0.2285755575
U02FRFXLE,2016-09,122,0.5891533494
U02FRFXLE,2017-01,164,0.4463082552
U02FRFXLE,2016-05,44,0.6880773902
U02FRFXLE,2017-07,5,0.1427817345
U02FRFXLE,2016-08,79,0.8905323148000001
U02FRFXLE,2016-12,41,0.7463530898
U02FRFXLE,2017-02,85,0.8950511217
U02FRFXLE,2016-04,33,0.7655043006000001
U02FRFXLE,2016-06,50,0.4915110171
U02FRFXLE,2014-11,2,0.28450635080000003
U02FRFXLE,2016-07,13,0.6020109057
U02FRFXLE,2015-11,4,0.7276006937
U02FRFXLE,2016-03,44,0.0397010744
U02FRFXLE,2016-02,21,0.8600326180000001
U02FRFXLE,2017-05,57,0.5653218627000001
U02FRFXLE,2017-06,22,0.21235892180000002
U02FRFXLE,2015-02,33,0.4251967072
U02FRFXLE,2015-01,2,0.9862757325
U02FRFXLE,2015-09,2,0.19891911750000002
U02FRFXLE,2016-01,2,0.0210553147
U02FRFXLE,2015-05,5,0.3246707618
U02FRFXLE,2014-10,8,0.1521268338
U02FRFXLE,2015-12,2,0.9720113873
U02FRFXLE,2015-03,1,0.5480756760000001
U02FRFXLE,2015-04,11,0.6541853547
U02FRFXLE,2015-07,3,0.8962299824000001
U02FRFXLE,2015-08,6,0.8243684769
U02FRFXLE,2015-06,1,0.3960927427
U5NN4TE90,2017-07,2,0.3843532801
U5NN4TE90,2017-06,4,0.6311367154
U0U7C68AU,2016-05,9,0.7462705970000001
U0U7C68AU,2016-06,30,0.6253310442000001
U0U7C68AU,2016-07,39,0.5841118693
U0U7C68AU,2016-08,36,0.9238305688
U0U7C68AU,2016-04,6,0.7983399034
U0U7C68AU,2016-03,3,0.621013999
U02FRLFH4,2016-07,105,0.3660629094
U02FRLFH4,2017-04,45,0.1685165018
U02FRLFH4,2016-10,115,0.6241996288
U02FRLFH4,2016-12,99,0.531606555
U02FRLFH4,2017-02,48,0.2854152918
U02FRLFH4,2017-01,226,0.1314229071
U02FRLFH4,2016-02,337,0.333984375
U02FRLFH4,2015-08,35,0.1108151078
U02FRLFH4,2017-03,52,0.068454437
U02FRLFH4,2015-12,31,0.020729959000000003
U02FRLFH4,2016-11,75,0.5831035972
U02FRLFH4,2014-10,2,0.1538814008
U02FRLFH4,2015-11,41,0.4598465264
U02FRLFH4,2016-06,142,0.2685707808
U02FRLFH4,2016-03,355,0.43181288240000004
U02FRLFH4,2016-01,27,0.1860357225
U02FRLFH4,2016-05,95,0.3636577427
U02FRLFH4,2016-04,62,0.2629696131
U02FRLFH4,2015-09,4,0.4994716048
U02FRLFH4,2016-09,134,0.7398777008
U02FRLFH4,2015-01,8,0.5787776113
U02FRLFH4,2015-05,10,0.6454107165
U02FRLFH4,2015-07,12,0.6403046250000001
U02FRLFH4,2014-11,4,0.378983438
U02FRLFH4,2016-08,150,0.5677797794
U02FRLFH4,2015-10,7,0.5566843748
U02FRLFH4,2015-02,1,0.43665844200000004
U02F8445P,2015-07,150,0.7060234547
U02F8445P,2016-01,70,0.5650748014
U02F8445P,2016-09,40,0.2186208665
U02F8445P,2017-01,18,0.0957437158
U02F8445P,2016-05,13,0.2901828885
U02F8445P,2016-12,13,0.6602576971
U02F8445P,2016-10,9,0.8434716463
U02F8445P,2014-12,59,0.0424589477
U02F8445P,2015-08,182,0.5295128822
U02F8445P,2015-06,89,0.5032556057
U02F8445P,2014-09,12,0.6518215537000001
U02F8445P,2016-04,67,0.0638004169
U02F8445P,2015-04,73,0.5739377141
U02F8445P,2016-06,58,0.5428007841
U02F8445P,2016-02,33,0.5110127926
U02F8445P,2016-07,91,0.4806085229
U02F8445P,2015-11,102,0.3782236874
U02F8445P,2015-12,101,0.2293097824
